file,tda_dim1_count,tda_dim1_total_persistence,tda_dim1_max_persistence,tda_dim1_mean_persistence,tda_dim1_entropy
000.txt,2760,54.34094944084063,0.2540755867958069,0.019688749797406,7.565890714276726
002.txt,2722,59.20908188447356,0.1173317730426788,0.0217520506555744,7.557948001576769
003.txt,2822,84.02504860237241,0.4523096084594726,0.0297749995047386,7.637323378685521
005.txt,2704,61.33456603484228,0.1359453201293945,0.0226829016401043,7.554702048423371
006.txt,2705,53.38785360753536,0.1599332690238952,0.0197367296146156,7.535131943860696
007.txt,2710,60.39598159492016,0.2089549601078033,0.0222863400719262,7.56239668714861
008.txt,2663,59.632445867173374,0.1428027153015136,0.0223929575167755,7.5133873112598675
009.txt,2825,52.83776047825813,0.2105915248394012,0.0187036320277019,7.633186440000725
010.txt,2682,64.36141483858228,0.2389371693134308,0.0239975446825437,7.524354564737418
011.txt,2588,42.708679888397455,0.1342566013336181,0.0165025811006172,7.476459663618412
013.txt,2935,52.47459719609469,0.1565777063369751,0.0178789087550578,7.76597751646413
4000.txt,1900,46.043960869312286,0.0839279443025589,0.0242336636154275,7.050853271251734
4001.txt,2841,75.96330414712429,0.4400283694267273,0.0267382274365097,7.6540605236279635
4002.txt,2803,65.45059227198362,0.186478316783905,0.0233501934612856,7.66344492299386
4003.txt,2396,69.79104201495647,0.1830275058746338,0.029128147752486,7.3165739677947474
4004.txt,2756,109.130219662562,0.353014588356018,0.0395973220836582,7.592478996009269
4005.txt,2460,83.8448685593903,0.1623226404190063,0.0340832799021911,7.45630432896458
4006.txt,2484,84.74986509233713,0.1363802105188369,0.0341183031772693,7.490145192214382
4007.txt,2589,91.72003729082644,0.1893512457609176,0.0354268201200565,7.529059388738931
4008.txt,2927,83.98524694517255,0.2123255133628845,0.0286932855979407,7.73120264934763
4009.txt,2873,109.33664456941187,1.336033821105957,0.0380566114059909,7.605670115133762
401.txt,2564,68.58679714426398,0.179911583662033,0.0267499208830982,7.471111300463592
4010.txt,2450,69.85451165027916,0.1436215937137603,0.0285120455715425,7.451587767720403
4011.txt,2491,52.45953098963946,0.4522981643676758,0.0210596270532474,7.378903709546859
4012.txt,2832,84.44170878641307,0.1042125225067138,0.0298169875658238,7.677802038412212
4013.txt,3032,84.17115476354957,0.253282368183136,0.0277609349484002,7.782629783400045
4014.txt,2765,76.42462433036417,0.112845778465271,0.0276400087994083,7.672223600803509
4015.txt,2496,74.79659852199256,1.0500946044921875,0.0299665859463111,7.455908156627462
4016.txt,2777,94.47545413672924,0.9609994888305664,0.0340206892822215,7.646254196173945
4017.txt,2367,73.90340060181916,0.7670097351074219,0.0312223914667592,7.27482960543638
4018.txt,2543,70.87631159462035,2.133204460144043,0.0278711410124342,7.404245344015289
4019.txt,2790,99.92356137931348,1.2617287635803225,0.0358148965517252,7.5901692043086015
402.txt,2663,33.18632926046848,0.1382398903369903,0.0124620087346858,7.53234092961786
4020.txt,2803,68.53177309595048,0.5167943835258484,0.0244494374227436,7.659231439025169
4021.txt,2519,66.52011761814356,0.1274465322494506,0.0264073511783023,7.487960036916563
4022.txt,2797,113.99061295762658,0.539802074432373,0.0407545988407674,7.6154938510138335
4023.txt,1391,52.33098800480366,1.5764074325561523,0.0376211272500385,6.605665992508573
4024.txt,2144,86.38041289150715,1.2436234951019287,0.0402893716844716,7.303140787080004
4025.txt,2846,91.69609750807284,0.6833370923995972,0.0322192893563151,7.623439492811946
4026.txt,2603,78.05339231528342,0.8840899467468262,0.0299859363485529,7.490738654917083
4027.txt,2814,66.41302996035665,0.1378993391990661,0.0236009345985631,7.669347896473544
4028.txt,2936,94.0127259688452,0.2455527782440185,0.0320206832318955,7.732473069725378
4029.txt,1670,35.533811043947935,1.0105180740356443,0.0212777311640406,6.646466731844334
403.txt,2907,48.55873019481078,0.1202738881111145,0.0167040695544584,7.725492528006333
4030.txt,2344,66.23198079504073,0.1442886739969253,0.0282559645030037,7.337044125803463
4031.txt,2899,78.26217086240649,0.3317096829414367,0.0269962645265286,7.604286998670403
4032.txt,2625,95.40882421284914,0.1475433707237243,0.036346218747752,7.576246795244481
4033.txt,2100,44.82732731848955,1.1767401695251465,0.0213463463421378,7.135401868784637
4034.txt,2842,80.98807452619076,0.3620997667312622,0.0284968594391944,7.696306787448803
4035.txt,2237,69.28637696802616,0.1689912378787994,0.0309728998515986,7.256959558606109
4036.txt,1899,48.576321467757225,0.0927551686763763,0.0255799481136162,7.023163360489478
4037.txt,3009,96.7554086362943,0.3094614744186401,0.0321553368681602,7.772838021138797
4038.txt,2551,75.36916902847588,0.3139975666999817,0.0295449506187674,7.524733476656241
4039.txt,2752,108.97669852524996,0.2731633186340332,0.0395990910338844,7.693005657392703
404.txt,2907,48.55873019481078,0.1202738881111145,0.0167040695544584,7.725492528006333
4040.txt,2774,114.38689693808556,0.6091325283050537,0.041235362991379,7.61299123707191
4041.txt,2012,58.01780620403588,0.2246831655502319,0.0288358877753657,7.090814067122564
4042.txt,2452,63.55544743128121,0.1641529202461242,0.0259198398985649,7.430967755783998
4043.txt,3008,40.946933288127184,0.1362700462341308,0.0136126772899358,7.720317629247052
4044.txt,1794,56.268390621989965,0.2003242969512939,0.0313647662329932,7.039856053927767
4045.txt,2674,88.60732381604612,0.3054157495498657,0.0331366207240262,7.547274793778085
4046.txt,2743,59.68308872357011,0.1782240867614746,0.0217583261843128,7.617843095769565
4047.txt,2880,71.39698238577694,0.4244011640548706,0.0247906188839503,7.6245787579792355
4049.txt,2847,69.07899703737348,0.1729103624820709,0.0242637854012551,7.700475793163386
405.txt,2713,54.5993633903563,0.1632163673639297,0.0201250878696484,7.57213427107385
4050.txt,2613,81.37360614724457,0.1743284463882446,0.0311418316675256,7.599980847484796
4051.txt,3146,71.78132254071534,0.1287590712308883,0.0228166950224778,7.835435181812775
4052.txt,2374,112.07332667522132,1.280717849731445,0.0472086464512305,7.423573398703852
4054.txt,2464,36.51467620022595,0.1567179858684539,0.0148192679384033,7.438654770553361
4055.txt,1960,78.2625490911305,2.37857437133789,0.0399298719852706,6.903751058634189
4056.txt,2684,66.54431294742972,0.1621997356414795,0.0247929630951675,7.608873147574226
4057.txt,1157,77.38289967179298,3.5734004974365234,0.0668823679099334,6.836546604404
4058.txt,2614,61.50957652553916,0.1754681468009948,0.0235308249906423,7.589135357903599
4059.txt,2532,96.21490847319365,1.028106689453125,0.0379995689072644,7.418310708931875
406.txt,2611,41.69931101053953,0.1481581330299377,0.0159706284988661,7.458731926147863
4060.txt,2815,92.50477877259254,0.2560574412345886,0.032861377894349,7.680081732200484
4061.txt,1878,70.79966004937887,0.283107578754425,0.0376994994938119,7.171499320885218
4062.txt,1445,32.44323495030403,0.2249085903167724,0.0224520657095529,6.801853319256264
4064.txt,2645,143.59774755686522,0.9492011070251464,0.0542902637266031,7.377400209685886
4065.txt,2431,72.48506705649197,0.1167474687099456,0.029816975342037,7.45766124136073
4066.txt,2507,85.05892143212259,0.2254064083099365,0.0339285685808227,7.527892289619071
4067.txt,2865,81.39940477348864,0.3764518499374389,0.0284116596068023,7.6733692390645185
4068.txt,2493,110.590722149238,1.792414665222168,0.0443604982548086,7.358925464007283
4069.txt,2981,62.5482476959005,0.1948908865451812,0.0209823038228448,7.711135808704373
407.txt,3008,62.383143437094986,0.2007736265659332,0.0207390769405236,7.742134104253617
4070.txt,2642,70.8399869389832,0.1273694634437561,0.0268130154954516,7.523178981294321
4071.txt,3140,72.35120675805956,0.1989754736423492,0.0230417855917387,7.840542936534357
4072.txt,2595,72.70865754038095,0.2721984386444092,0.0280187504972566,7.539988091329814
4074.txt,2086,48.34612781740725,0.6528849601745605,0.0231764754637618,7.225471231145085
4075.txt,2151,80.07203554734588,0.2895030975341797,0.0372254930485104,7.361860581278537
4076.txt,2814,69.31998576596379,0.2997726798057556,0.024633967933889,7.684311664812029
4077.txt,1961,74.84807567298412,0.6870710849761963,0.0381683200780133,7.176476323581607
4078.txt,2566,78.93546757660806,0.1799649596214294,0.0307620684242432,7.564632798150609
4079.txt,2110,84.65784856677055,0.4172151982784271,0.0401222031122135,7.266865566030992
408.txt,2780,68.8618818949908,0.1490544974803924,0.024770461113306,7.631559139646409
4081.txt,2126,69.19790945202112,0.5517747402191162,0.0325484051985047,7.227464134786668
4082.txt,2442,87.22560041770339,0.291369080543518,0.0357189190899686,7.475333454504396
4083.txt,2647,95.96053451672196,0.2160583138465881,0.0362525630966082,7.620344586181789
4084.txt,2769,75.21757445670664,0.1411032378673553,0.027164165567608,7.665625390781424
4085.txt,2300,62.5218586968258,0.1803222000598907,0.0271834168247068,7.452531488346963
4086.txt,1744,51.287127397954464,0.1282901614904403,0.0294077565355243,7.081028196388109
4087.txt,2159,53.112231217324734,0.3074989914894104,0.0246003850010767,7.250684487115909
4088.txt,2493,97.75063779205084,0.5237345695495605,0.0392100432378864,7.47617571383289
4089.txt,2818,108.6253761202097,0.3085922002792358,0.0385469752023455,7.733915789427339
409.txt,2697,66.53477985784411,0.1369030773639679,0.0246699220829974,7.542526964973655
4090.txt,2491,88.57336680032313,0.1639405488967895,0.035557353191619,7.483178255331835
4091.txt,3051,81.48328547924757,0.1577068418264389,0.0267070748866757,7.8035730834832915
4092.txt,2730,104.31637943536045,0.1755949854850769,0.0382111279983005,7.674158159688933
4096.txt,2537,61.65348267368972,0.1142230927944183,0.0243017275024397,7.483802337428589
4097.txt,2259,55.53347431775183,0.5597331523895264,0.0245832112960388,7.248786044249067
4098.txt,2206,67.37727465108037,0.2968563437461853,0.030542735562593,7.277397856778673
4099.txt,2982,95.05650380812584,0.7943068742752075,0.0318767618404177,7.740643967114644
410.txt,2863,52.22500180080533,0.1601053476333618,0.0182413558507877,7.628760853003844
4100.txt,1480,64.7507041990757,0.2283720672130584,0.0437504758101862,6.842686804318539
4101.txt,2940,78.45959863252938,0.2126125693321228,0.0266869383103841,7.768632519395815
4102.txt,2875,73.974459127523,0.4314813613891601,0.0257302466530514,7.703418578776301
4106.txt,2917,79.4563825596124,0.3382710814476013,0.0272390752689792,7.6961500940011165
4107.txt,1932,45.89635129831731,0.2485479712486267,0.0237558754132077,7.205342593701651
4108.txt,3036,112.49549998529255,0.2062714099884033,0.0370538537500963,7.830547513745522
4109.txt,2673,64.75393093097955,0.1572039127349853,0.0242251892745901,7.557994189761306
411.txt,2733,61.45968348160386,0.1197109967470169,0.0224879924923541,7.578634236152
4110.txt,2500,70.33618061523885,0.378156304359436,0.0281344722460955,7.487330130834075
4111.txt,2458,51.94015167839825,0.1397611200809478,0.0211310625217242,7.503783878595111
4112.txt,2977,43.8362919325009,0.2401174306869506,0.0147249888923415,7.732352545757114
4113.txt,3045,66.69404306076467,0.3327630162239074,0.0219028056028783,7.811987056351008
4114.txt,2786,71.53023090772331,0.3789677619934082,0.0256748854658016,7.595269728113088
4115.txt,2722,93.0275151655078,0.3165741264820099,0.0341761628087831,7.537928929241291
4116.txt,2896,58.25997607037425,0.1108991503715515,0.0201173950519248,7.702457731115704
4117.txt,2697,38.51619239524007,0.107827603816986,0.0142811243586355,7.528036837661919
4118.txt,2848,46.01178882503882,0.1547796726226806,0.0161558247278928,7.677392885223591
4119.txt,2915,93.87939027510583,0.217907041311264,0.0322056227358853,7.735227726287317
412.txt,2698,65.82935719005764,0.2092376351356506,0.0243993169718523,7.529902005819506
4120.txt,2262,51.98217213526368,0.2402864098548889,0.0229806242861466,7.382375156464002
413.txt,2689,65.28662300109863,0.1724404394626617,0.0242791457795086,7.523904130289727
414.txt,2660,86.99293601512909,0.2661153674125671,0.0327041112838831,7.512102566510954
415.txt,2631,64.0010453350842,0.1874835789203643,0.0243257488920882,7.481446887159899
416.txt,2893,39.37604524195194,0.1288719773292541,0.0136108002910307,7.7194963624157635
418.txt,2871,57.94025714509189,0.1026919186115264,0.0201812111268171,7.677238062482708
419.txt,2726,63.6837788708508,0.2048412561416626,0.0233616210091162,7.518290639741265
420.txt,2841,81.73622825462371,0.2337417006492614,0.0287702316982132,7.631936840944739
421.txt,2703,64.30994352512062,0.3192597031593323,0.0237920619774771,7.485023134113805
422.txt,2614,54.62940563261509,0.1869101226329803,0.0208987779772819,7.498105155080197
423.txt,2980,59.34000843763352,0.2229092419147491,0.0199127545092729,7.776455797969949
424.txt,2682,46.99221070483327,0.122446522116661,0.0175213313589982,7.519615994168337
425.txt,2607,44.7172678001225,0.243144154548645,0.0171527686229852,7.47884220199021
426.txt,2830,44.123601796571165,0.1442261636257171,0.0155913787267035,7.60773821174913
427.txt,2710,67.85793675854802,0.2716750800609588,0.0250398290621948,7.543796341603171
